source,desc
Hacker News,"BAMTECH Media | New York | Fullstack Engineer | Fulltime | ONSITE<p>BAMTECH Media is looking for a fullstack engineer to join the Product Operations Team. 
If you enjoy streaming media, are interested in live sports and entertainment, or just want to join a fast-growing team that plays an integral part of the revenue producing arm of a company, then our team is for you. BAMTECH is a best-in-class media streaming technology company powering several properties today including MLB, NHL, Fox Sports Go, WWE, Eurosport, and many others. You would be joining a team that is enabling the business to move faster by introducing new products to a growing marketplace. We&#x27;re looking for a fullstack engineer to join our team to help  build out a front-end customer portal and backend layer to accelerate the firm&#x27;s revenue-producing initiatives and roll out new products in a faster and more automated fashion.
Technologies include Java, Spring, AWS, React. Experience in these is preferred but not required. If you&#x27;re open to learning new things, or excited to expand your skillset in these areas, then our team is for you. Please apply here: <a href=""https:&#x2F;&#x2F;jobs.disneycareers.com&#x2F;job&#x2F;new-york&#x2F;full-stack-engineer-product-operations&#x2F;391&#x2F;7039444"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.disneycareers.com&#x2F;job&#x2F;new-york&#x2F;full-stack-engin...</a>."
Hacker News,"DataKitchen | Boston&#x2F;Cambridge, MA, ONSITE full-time | Data Engineer in Customer Success (SQL, big data, Redshift, Python, AWS, DataOps) -- FOUR OPEN POSITIONS | <a href=""http:&#x2F;&#x2F;www.datakitchen.io&#x2F;"" rel=""nofollow"">http:&#x2F;&#x2F;www.datakitchen.io&#x2F;</a><p>DataKitchen, Inc. enables analytic teams to deliver value quickly, with high quality, using the tools that they love. DataKitchen provides the world’s first DataOps platform for data-driven enterprises, enabling them to support data analytics that can be quickly and robustly adapted to meet evolving requirements. DataKitchen is leading the DataOps movement to incorporate Agile Software Development, DevOps, and manufacturing based statistical process control into analytics and data management. Our company is profitable, stable, rapidly growing and stock will be part of the package.<p>You should have superior SQL development experience along with the ability to interface with customers (though there will be no significant travel required). This position requires top technical skills, business communication skills, excellent attention to detail and follow-up, and the ability to self-manage. You will get exposure as you work directly with our customers to tackle tough business challenges.
We are looking for ‘full stack’ Data Engineers. You should be able to talk to a customer, work with raw data, design a schema, do data transformation, write automated tests, and manage deployment and operations.  Your work will be 80% in code, primarily SQL. Some Python coding experience and experience building Docker containers is a plus. AWS and Amazon Redshift experience is a plus.  You will work with a team of world-class data engineers on challenging data.  We work weekly sprints and have the freedom to achieve and expect to own the results of your work.<p>We offer competitive pay, benefits of a company funded 401 K, experienced team, amazing customers, equity, and a cool office location. Contact jobs@datakitchen.io"
Hacker News,"BitBridge | Remote - Austin, Chicago Offices | Full-Time | <a href=""http:&#x2F;&#x2F;jobs.bitbridge.hk"" rel=""nofollow"">http:&#x2F;&#x2F;jobs.bitbridge.hk</a><p>* Blockchain Engineer
* Senior Engineer
* Lead Engineer - Frontend
* Web Engineer - Frontend<p>We&#x27;re a team from the HFT world that is fed up with the state of blockchain exchanges. Existing exchanges are sluggish, unreliable, and horribly designed—creating a miserable place to trade during the brief window before your money is stolen. We&#x27;re building a real exchange platform to fintech standards and calling it BitBridge.<p>BitBridge is a next generation cryptocurrency exchange platform, straddling the divide between centralized and decentralized trading. Built to engineering standards far beyond any other exchange on the market, we offer superior reliability, security, liquidity, and performance. And we do this all with verifiably fair matching algorithms and a need for minimal custody of user assets.<p><a href=""http:&#x2F;&#x2F;jobs.bitbridge.hk"" rel=""nofollow"">http:&#x2F;&#x2F;jobs.bitbridge.hk</a>"
Hacker News,"Zapier | Earth | 100% REMOTE | Various roles<p>---<p>VP of Engineering<p>This is a bit of a unique role as we&#x27;re a 100% remote engineering team. So, if you&#x27;ve grown a team past 50 engineers before and are interested in exploring the challenges (and benefits) of remote -- we&#x27;d love to talk to you! <a href=""https:&#x2F;&#x2F;zapier.com&#x2F;jobs&#x2F;10086AAB8C&#x2F;vp-of-engineering&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;zapier.com&#x2F;jobs&#x2F;10086AAB8C&#x2F;vp-of-engineering&#x2F;</a><p>---<p>Security Infrastructure Engineer<p>We&#x27;re hiring our first dedicated security engineer to help us continue building a security conscious engineering culture, starting with the infrastructure side first! <a href=""https:&#x2F;&#x2F;zapier.com&#x2F;jobs&#x2F;AC71D61C23&#x2F;security-infrastructure-engineer&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;zapier.com&#x2F;jobs&#x2F;AC71D61C23&#x2F;security-infrastructure-e...</a><p>---<p>Product Engineer<p>Zapier uses a lot of Python, with Django powering much of our HTTP and Celery handling backend processing duties! We&#x27;d love to chat with any remote Pythonistas! <a href=""https:&#x2F;&#x2F;zapier.com&#x2F;jobs&#x2F;960B9AC3ED&#x2F;product-engineer&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;zapier.com&#x2F;jobs&#x2F;960B9AC3ED&#x2F;product-engineer&#x2F;</a><p>---<p>Infrastructure Engineer (Western Hemisphere)<p>Zapier is hosted on AWS (and we use all the good AWS bits!), but we&#x27;re experimenting more and more with Kubernetes to provide better tooling for the team! <a href=""https:&#x2F;&#x2F;zapier.com&#x2F;jobs&#x2F;FEB52CF03C&#x2F;infrastructure-engineer-western-hemisphere&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;zapier.com&#x2F;jobs&#x2F;FEB52CF03C&#x2F;infrastructure-engineer-w...</a><p>---<p>Frontend Engineer<p>Zapier is spending a lot of time with React! Our entire frontend is React and we&#x27;re betting big on it, adding Next.js to a few marketing products to help support SEO friendly pages! <a href=""https:&#x2F;&#x2F;zapier.com&#x2F;jobs&#x2F;A4C10E44EC&#x2F;frontend-engineer&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;zapier.com&#x2F;jobs&#x2F;A4C10E44EC&#x2F;frontend-engineer&#x2F;</a>"
Hacker News,"TrustFlight | Senior iOS &amp; Full Stack Developers | Warwick, UK<p>TrustFlight is creating the next generation of Aviation record keeping using Blockchain and Machine learning. Using in-aircraft hardware and fused data, we are automating a currently disconnected and paper-based process used by airlines and pilots across the world.<p>We are looking for developers to join our engineering team and lead the development of our client applications.<p>More information can be found at <a href=""https:&#x2F;&#x2F;trustflight.io"" rel=""nofollow"">https:&#x2F;&#x2F;trustflight.io</a><p>To apply, get in touch at jobs@trustflight.io"
Hacker News,"Evernote | Software Engineer | ONSITE at Redwood City, CA and Austin, TX<p>Evernote is consolidating the codebases of its five main client apps. As an engineer on the Common Client Core, you&#x27;ll get to build the shared library that will ultimately power the core functionality of our Mac, Windows, Android, iOS, and Web client apps. You&#x27;ll be developing the core client data access and storage abstractions, fixing tricky (and some of them are really tricky!) problems across multiple platforms. Working alongside our client and services teams, you&#x27;ll build core APIs for new Evernote features.<p><a href=""https:&#x2F;&#x2F;evernote.com&#x2F;careers&#x2F;job&#x2F;?id=989194&amp;gh_jid=989194&amp;gh_src=esa1vuvc1"" rel=""nofollow"">https:&#x2F;&#x2F;evernote.com&#x2F;careers&#x2F;job&#x2F;?id=989194&amp;gh_jid=989194&amp;gh...</a>"
Hacker News,"Pusher | London | Full Time | On site<p>Pusher is a communication layer for application developers that routes data at scale and in realtime.<p>The current core Pusher product is a multi-tenant distributed system that allows our customers to deliver tens of billions of messages to their connected users. We operate at mind-boggling scale, and this informs and affects everything we do.<p>We want to improve the lives of other developers by solving hard problems for them, and by freeing them from operating and maintaining their own infrastructure. We’re passionate about developer experience and making our APIs as easy to use as we can.<p>What you will be doing<p>Pusher is a challenging but supportive environment. We are still small enough to be a team of generalist engineers with individual specialisms, so we want you to get involved with as much of our engineering lifecycle as possible. Your typical week might involve the following... for more info and to apply  follow this link: <a href=""https:&#x2F;&#x2F;pusher.workable.com&#x2F;jobs&#x2F;346844"" rel=""nofollow"">https:&#x2F;&#x2F;pusher.workable.com&#x2F;jobs&#x2F;346844</a>"
Hacker News,"Voxy | Software Engineer | New York, NY | <a href=""https:&#x2F;&#x2F;boards.greenhouse.io&#x2F;voxy&#x2F;jobs&#x2F;1043878?gh_src=jy1if5os1#.WsKFVpPwaRs"" rel=""nofollow"">https:&#x2F;&#x2F;boards.greenhouse.io&#x2F;voxy&#x2F;jobs&#x2F;1043878?gh_src=jy1if5...</a><p>If you are a software engineer looking use your talent in an endeavour more noble than tricking consumers into buying a new widget or helping traders earn big bonuses, take a look at Voxy.  Voxy software engineers will change the way millions of people around the world learn English by using sound science combined with innovative (and patented!) technology.<p>What You&#x27;ll Do
- Accelerate Voxy’s ability to automatically transform authentic content into lessons for our learners using NLP and advanced text&#x2F;video processing
- Build nicely-instrumented code that is testable and deployable without downtime
- Evolve our big data pipeline to use real time feedback for an optimal platform for learners<p>What We’re Looking For
- 5+ years of experience working as a commercial software developer
- Curiosity and knowledge about technologies and architectural patterns of software engineering across the entire stack
- Pragmatism in understanding when to build the solution that scales to 1 million users or works for 100 users
- Build new data models that reflect the Voxy business using advanced SQL&#x2F;NoSQL&#x2F;ORM’s<p>What Would Be Nice To Have:
- Modern front end javascript frameworks such as vue
- Django
- AWS and devops
- B.S. or higher in computer science, science or engineering discipline or equivalent experience"
Hacker News,"Kentik | Software Engineer | San Francisco | Onsite&#x2F;Remote | Full-Time | kentik.com<p>Who wants to build a database? A specialized database. Kentik is a tool to ingest and process network metadata: how many bytes, how many packets, are your tcp sessions suddenly seeing an uptick in re-transmits, how does your window size look, are you under attack, did you just get BGP high-jacked?<p>We wrote a custom database in go, which at its heart works by taking a time range, storing all events by time-slice and then at query time querying each time segment in parallel. This is hidden behind a Postgres front end using the foreign data wrapper interface PG provides. A data visualization layer on top distills the inputs down into actionable intelligence.<p>The end result of all this is that when anything changes on your network you get a slack message.<p>Interested? We&#x27;re hiring for multiple roles, including:<p>* Full stack JS engineer working in a react code base. Work up from postgres -&gt; node -&gt; client browser.<p>* System engineer fluent in go and&#x2F;or rust. Build fault tolerant distributed applications capable of handling billions of data points per day.<p>* Product manager. You are working with customers and employees to influence product strategy and shepherd projects to completion.<p><a href=""https:&#x2F;&#x2F;www.kentik.com&#x2F;careers"" rel=""nofollow"">https:&#x2F;&#x2F;www.kentik.com&#x2F;careers</a> to apply. We are a split team 50% based in SF and 50% full time remote."
Hacker News,"Caper (YC W16) | Machine Learning Engineer | $100k-$150k + equity + benefits | Fulltime | ONSITE in New York | CaperLab.com
Caper Labs (Y-Combinator W16, www.caperlab.com), focuses on compacting Amazon-Go&#x27;s technology (image recognition, sensor fusion and AI) into a smart shopping cart, allowing each shopper to toss their groceries into our smart cart and self-checkout. Help us transform physical retail!<p>What we want:
- Lead Computer Vision and Deep Learning development, architecture design and implementation.
- Design and implement custom computer vision algorithms and architectures
- Collaborate with hardware team to better apply CV and DL technologies into embedded system.<p>About you:
- MS&#x2F;PhD degree in Computer Science, Math, related technical field or equivalent practical experience.
- One year of CV and DL experience or equivalent and built at least one CV&#x2F;DL system before.
- Familiar with CV and DL fundamentals like feature extraction, convolutional neural network, supervised machine learning, transfer learning etc. 
- Familiar with one of the the DL frameworks and tools like Tensorflow, Keras, Caffe etc. + OpenCV.
- Understand GPU and CUDA.
- Share our vision!<p><a href=""https:&#x2F;&#x2F;www.caperlab.com&#x2F;head-of-computer-vision"" rel=""nofollow"">https:&#x2F;&#x2F;www.caperlab.com&#x2F;head-of-computer-vision</a><p>We are also hiring a full stack engineer: <a href=""https:&#x2F;&#x2F;www.caperlab.com&#x2F;full-stack-engineer"" rel=""nofollow"">https:&#x2F;&#x2F;www.caperlab.com&#x2F;full-stack-engineer</a>.<p>Lets chat or grab a coffee! Drop us a line at jobs@caperlab.com and we will take it from there."
Hacker News,"Memrise | Software Engineers, Data Scientists, Designers, Product Manager | London UK | Full-Time, Onsite, Visa sponsorship and relocation available | <a href=""https:&#x2F;&#x2F;www.memrise.com"" rel=""nofollow"">https:&#x2F;&#x2F;www.memrise.com</a><p>Memrise gives people learning superpowers. We aim to help anyone achieve confident, real-world language skills in just a few short months; our product is innovative and fun, and it delivers the goods.<p>Last year, we won the &quot;App of the Year 2017&quot; at the Google Play Awards. With near zero marketing spend we&#x27;ve grown organically to tens of millions of users, and we&#x27;re already profitable with a team of 55 (comprising 37 nationalities).<p>Engineering-wise, we are a small but very ambitious team and value generalists that like working end-to-end, across the stack, owning their services in production. We have unique and interesting problems to solve in scalability, big data, machine learning, and interface design.<p>We are expanding and looking to fill the following roles immediately:<p>* Senior Software Engineer (x2)<p>* Senior iOS Engineer<p>* Senior Android Engineer<p>We use Python 3.6 &#x2F; Django &#x2F; MySQL running on Kubernetes for the backend and React&#x2F;Redux on the frontend. The iOS and Android apps are regularly featured native apps written in Obj-C&#x2F;Swift and Java.<p>We are also hiring data scientists, marketers, designers, and product managers.<p>If you&#x27;re interested in any of these jobs - or if you are just awesome and think we&#x27;d be a good place to show off your talents - please apply at <a href=""https:&#x2F;&#x2F;www.memrise.com&#x2F;jobs&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;www.memrise.com&#x2F;jobs&#x2F;</a><p>If you don&#x27;t see a specific role on the jobs page that you fit, please apply for the &quot;Speculative Application&quot;."
Hacker News,"Heartbeat | Software Engineer, Marketing Lead, Chief Operating Officer | New York | Onsite | Full-Time | <a href=""https:&#x2F;&#x2F;heartbeathealth.com"" rel=""nofollow"">https:&#x2F;&#x2F;heartbeathealth.com</a><p>We believe in redesigning the field of cardiology to be more inclusive and improve quality of life at any age. Our practices focus on early diagnosis and management that empowers people to feel better, live healthier, understand their heart, and most importantly — have access to a trusted clinical team anywhere. We are a multidisciplinary team of doctors, educators, engineers, and researchers making prevention as simple as getting your heart checked.<p>The first step to protecting your heart is to understand it inside and out. We offer a suite of comprehensive tests and services for your heart that you can book now — no referral needed. Our clinical team follows data-driven methods, uses the latest diagnostic techniques, and is committed to communicating with you on an ongoing and personal level. Pricing is competitive and transparent to make preventive care accessible.<p><a href=""https:&#x2F;&#x2F;bit.ly&#x2F;heartbeat-engineering"" rel=""nofollow"">https:&#x2F;&#x2F;bit.ly&#x2F;heartbeat-engineering</a> |
<a href=""https:&#x2F;&#x2F;bit.ly&#x2F;heartbeat-operations"" rel=""nofollow"">https:&#x2F;&#x2F;bit.ly&#x2F;heartbeat-operations</a> |
<a href=""https:&#x2F;&#x2F;bit.ly&#x2F;heartbeat-marketing"" rel=""nofollow"">https:&#x2F;&#x2F;bit.ly&#x2F;heartbeat-marketing</a><p>or apply on Angel.co - <a href=""https:&#x2F;&#x2F;angel.co&#x2F;useheartbeat&#x2F;jobs"" rel=""nofollow"">https:&#x2F;&#x2F;angel.co&#x2F;useheartbeat&#x2F;jobs</a>"
Hacker News,"Anon AI | Data scientists, Developers, Privacy experts, Customer success | Mainly on site in London, some dev roles Remote<p>We’re using AI to automate data anonymisation. We’re hiring across a range of technical and commercial roles.<p>If you want to help develop a tool that’s going to help people treat data responsibly whilst still getting their jobs done, drop me an email: thruflo@anon.ai"
Hacker News,"Lead Backend Developer |Skipper chat|SF(Onsite)- Full-Time|<p>Do you love to code?<p>Group chats evolved. Skipper is the virtual living room that friends, communities, and families have been waiting for. By removing the friction from the connection process, Skipper makes it easy to have deeper, more meaningful connections with the people you love.<p>Opportunity: to be Engineering hire #1 with a massive amount of impact.<p>We value: experience in building systems used by millions of people.<p>Ideally: A generalist that is comfortable and excited to tackle any challenge.<p>You might be perfect for this role if you:<p>-Love proactively finding problems and fixing them 
-Are a self-learner, a self-starter, and a finisher 
-Love working in smaller, tight-knit teams (currently 3) 
-Are constantly curious and self-driven<p>Technical expertise necessary:<p>- Min. of 3-4 years of Javascript, Node.js, Express.js, MongoDB, and Redis. 
- Deep understanding of RESTful APIs 
- Experience with GraphQL 
- Experience deploying and maintaining a micro-service architecture 
- Significant AWS, SQL, and Linux experience 
- Experience with server-less infrastructure paradigms (AWS Lamda, etc)<p>Skills
SQL, MongoDB, Node.js, Redis, REST APIs, Express.js, AWS, Graph Ql<p><a href=""https:&#x2F;&#x2F;angel.co&#x2F;skipperchat&#x2F;jobs&#x2F;323439-lead-backend-engineer"" rel=""nofollow"">https:&#x2F;&#x2F;angel.co&#x2F;skipperchat&#x2F;jobs&#x2F;323439-lead-backend-engine...</a>"
Hacker News,"Simple Contacts | New York | Back-end Engineer | FULL-TIME | ONSITE preferred, REMOTE considered<p>Simple Contacts is a leader in the emerging tele-health space. We are engineering simple ways for patients to maintain their eye health in the digital age. Our eye contact renewal service is provided via mobile app or web browser, takes minutes to complete, and is reviewed by licensed ophthalmologists across the U.S. Skip the doctor&#x27;s office!<p>We (<a href=""https:&#x2F;&#x2F;www.simplecontacts.com&#x2F;team"" rel=""nofollow"">https:&#x2F;&#x2F;www.simplecontacts.com&#x2F;team</a>) are a small group of engineers, but we&#x27;re growing and looking for an experienced JavaScript Back-end Engineer to expand our ranks. Ideally you are located in NYC, but we’re open to remote.<p>Technology Stack includes:<p>* Node.js (we love Flow, GraphQL, code-generation, and we&#x27;re always improving!)<p>* React<p>* MySQL<p>* Python (for machine learning and computer vision!)<p>Benefits<p>* We take work-life balance seriously: mandatory vacations, flexible work-from-home, paid parental leave.<p>* Teammates are encouraged to continue learning, both in their specialty and within their other interests.<p>* Growth is not confined to their job description, with active encouragement to try other roles within the organization.<p>* We pay 100% of our health-care premiums and offer free eye contacts to our employees.<p>Job Posting: <a href=""https:&#x2F;&#x2F;grnh.se&#x2F;jpgpuo031"" rel=""nofollow"">https:&#x2F;&#x2F;grnh.se&#x2F;jpgpuo031</a><p>We&#x27;re hiring other positions, too: <a href=""https:&#x2F;&#x2F;www.simplecontacts.com&#x2F;careers"" rel=""nofollow"">https:&#x2F;&#x2F;www.simplecontacts.com&#x2F;careers</a><p>I&#x27;m Eric, if you have questions feel free to chat with me at eric@simplecontacts.com"
Hacker News,"RONIN HEALTH | VP, Engineering | SF Bay Area | Full-time Onsite | $220,000 - $260,000 + Equity | Benefits<p>Ronin Health is a cancer care platform for medical oncologists and their patients. It provides tools and insights for cancer diagnosis, treatment and supportive care.<p>Our multi-million dollar seed round just closed via a prominent tech billionaire and global healthcare company. We are currently working with the a number of the nation’s most recognized oncologists and working with a large cohort of medical records containing tens of millions of patient data points.<p>We’ve been concepting the business for the last 7 months and are now incorporating and hiring the founding team. This is a “green field”, “first in” role. The CEO is hired and other positions are at the offer stage.<p>YOU CAN:<p>- Hire and develop an the best technical talent to create an outstanding engineering team<p>- Build a rock solid technology platform that becomes the de facto daily operating system for clinicians<p>- Innovate algorithms research, machine learning infrastructure, front-end development and QA<p>- Become an invaluable colleague and member of the executive team<p>- Provide technical authority in strategy planning with the board and in enterprise sales engagements<p>- Raise your game and use your talents and years of experience to benefit the sufferers of one of the world’s most terrible diseases<p>YOU HAVE:<p>- 8+ years of VP-level engineering management experience with a track record of running the full engineering organization<p>- Proven ability to rapidly scale engineering organizations at young, high growth companies while maintaining the highest standards of talent, product quality, and culture<p>- Strong organizational management skills, with a toolkit of processes and best practices ready on day one<p>- Extensive track record of developing high-performance healthcare enterprise technologies<p>- Experience with big-data, ML engineering platforms<p>- Strong entrepreneurial drive<p>Please apply via Oxeon Partners, who assisted with the company design, at: ronin@oxeonpartners.com"
Hacker News,"mLab | Senior Software Engineer, Tech Lead, Support Engineers | SF | ONSITE | VISA<p>mLab (www.mlab.com) is looking for Senior Software Engineers, Tech Leads and Support Engineers to help us manage, deploy and scale our vast fleet of MongoDB deployments, and to help make our customers the happiest and most productive MongoDB developers on the planet.<p>In the process, you&#x27;ll be exposed to every major cloud provider and infrastructure technology. We currently run thousands of VMs on AWS, Google Cloud Platform, and Microsoft Azure. You&#x27;ll become an expert in MongoDB, cloud automation, and mLab’s suite of automation tools (some of which we open-source).<p>Stack: Python, Java, Go, Node, Kubernetes, MongoDB<p>Apply via <a href=""https:&#x2F;&#x2F;boards.greenhouse.io&#x2F;mlab&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;boards.greenhouse.io&#x2F;mlab&#x2F;</a>"
Hacker News,"Chewy.com | Full Time | Quality Engineers &amp; Java Engineers | Boston, MA or Dania Beach, FL<p>Quality Engineer:
<a href=""https:&#x2F;&#x2F;www.chewy.com&#x2F;jobs&#x2F;position&#x2F;967514?gh_jid=967514"" rel=""nofollow"">https:&#x2F;&#x2F;www.chewy.com&#x2F;jobs&#x2F;position&#x2F;967514?gh_jid=967514</a><p>Senior Software Engineer- Java 
<a href=""https:&#x2F;&#x2F;www.chewy.com&#x2F;jobs&#x2F;position&#x2F;767894?gh_jid=767894"" rel=""nofollow"">https:&#x2F;&#x2F;www.chewy.com&#x2F;jobs&#x2F;position&#x2F;767894?gh_jid=767894</a>"
Hacker News,"Aconex | Melbourne, Bangalore | Full-time | Software Engineer, Senior Software Engineer, Senior UI Engineer | ONSITE | $100k-$175k (varies by location)
Aconex is a highly profitable project collaboration company with most of the worlds largest construction companies as customers. We are to construction projects what Atlassian is to software projects.<p>We have several open roles in various locations: <a href=""https:&#x2F;&#x2F;www.aconex.com&#x2F;careers&#x2F;engineering"" rel=""nofollow"">https:&#x2F;&#x2F;www.aconex.com&#x2F;careers&#x2F;engineering</a><p>We&#x27;re looking to build a team of experienced software developers to help us bring a new product to market with a strong financial aspect. Our stack is based on a service oriented architecture, so we have a number of different technologies at play - Java, Go, Ruby, Python etc. To begin with, you&#x27;ll be working with Java 8 (using Dropwizard or Spring Boot), Angular, Typescript as well as many other tools.<p>Love to chat stack, so if you&#x27;re interested - reach out! Technology choice is open for discussion on new services that we start.<p>More about us: <a href=""https:&#x2F;&#x2F;www.aconex.com"" rel=""nofollow"">https:&#x2F;&#x2F;www.aconex.com</a> If you&#x27;re interested, email me at timols(at )aconex( dot)com"
Hacker News,"Atrium LTS | Mid&#x2F;Sr. Machine Learning or NLP Engineer | San Francisco, CA | Onsite | Full-Time The corporate legal industry has grown fat and comfortable on the back of poor incentives structured around billable hours. Justin Kan&#x27;s Atrium ( <a href=""https:&#x2F;&#x2F;abovethelaw.com&#x2F;2017&#x2F;10&#x2F;justin-kan-answers-the-call-..."" rel=""nofollow"">https:&#x2F;&#x2F;abovethelaw.com&#x2F;2017&#x2F;10&#x2F;justin-kan-answers-the-call-...</a>. ) is reinventing the world of corporate legal work and growing incredibly quickly for a company founded just last year.<p>We are looking for experienced NLP (ideally) or ML generalist engineers to build our automation team. The team is an army of one at the moment and has headcount to rapidly grow throughout the year. We are looking for entrepreneurial, experienced NLP&#x2F;ML engineers to join and build amazing products with us.<p>More details here <a href=""https:&#x2F;&#x2F;jobs.lever.co&#x2F;atrium&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.lever.co&#x2F;atrium&#x2F;</a>"
Hacker News,"SimpleLegal (YCS13) | API Engineer, Application Integration Engineer, Python Engineers | Mountain View, CA | FULLTIME, ONSITE, <a href=""https:&#x2F;&#x2F;www.simplelegal.com&#x2F;careers"" rel=""nofollow"">https:&#x2F;&#x2F;www.simplelegal.com&#x2F;careers</a><p>SimpleLegal is a YC-backed, enterprise SaaS startup run by second-time founders in Mountain View, CA. We are the software platform for the in-house legal department. Sales has Salesforce. Marketing has HubSpot. Legal has SimpleLegal.<p>Our stack: Python, Django, Django REST Framework, React, JQuery, Postgres.<p>API Engineer: Mid to senior engineers with experience working&#x2F;designing APIs (experience with Python and Django REST Framework a plus). Work with us to help extend the SimpleLegal platform.<p>Application Integration Engineer: Mid to senior engineers with experience building ETL and integration processes using Python and SQL. Work with customers to help better integrate SimpleLegal into their workflows.<p>Python Engineers: Mid to senior Python engineers. Experience with larger codebases, spanning multiple related products. Experience with Django is great. Looking for people to shape best practices and engineering standards as we grow the team.<p>More detailed descriptions, jobs, and applications: <a href=""https:&#x2F;&#x2F;www.simplelegal.com&#x2F;careers"" rel=""nofollow"">https:&#x2F;&#x2F;www.simplelegal.com&#x2F;careers</a><p>(Disclaimer: I&#x27;m an engineer at SimpleLegal, you can reach me directly at shawn at the domain above)"
Hacker News,"ECS Digital | DevOps and CD Consultant | London, Edinburgh | Full-Time | Onsite
We help customers, from small to very large companies, improve their CI&#x2F;CD pipelines, migrate to the cloud, use configuration management, go through their digital transformation, and more, across the UK and around the world.
You can read a bit more here: <a href=""https:&#x2F;&#x2F;www.ecs-digital.co.uk&#x2F;what-we-do&#x2F;devops-and-continuous-delivery"" rel=""nofollow"">https:&#x2F;&#x2F;www.ecs-digital.co.uk&#x2F;what-we-do&#x2F;devops-and-continuo...</a>
If that sounds like something you could see yourself doing, email me at michel@ecs-digital.co.uk"
Hacker News,"One Codex (YC S14) | San Francisco (Mission) | Full-time (ONSITE) | <a href=""https:&#x2F;&#x2F;www.onecodex.com"" rel=""nofollow"">https:&#x2F;&#x2F;www.onecodex.com</a><p>One Codex is a platform for microbial genomics. We are a technical, experienced (and profitable!) team working on meaningful problems that range from infectious disease diagnostics to outbreak epidemiology to improving our understanding of the microbiome. We work with top researchers, medical institutions, and biotechs, and have processed samples from all seven continents (and space!).<p>We&#x27;re currently looking for generalist engineers across multiple positions, including both those who are backend- and frontend-leaning. Our stack includes Python, Rust, and ES6 Javascript, and we write everything from D3 visualizations to low-level bioinformatics algorithms.<p>Challenges include: (1) developing novel algorithms for analyzing complex microbial communities; (2) working with terabytes of genomic data; (3) building scientifically reproducible analyses suitable for both research and the clinic; and (4) supporting scientists and developers building on our platform with extensible APIs.<p>We are based in San Francisco and offer a competitive salary, meaningful above-market equity, and the chance to be an early employee in a well-positioned startup. Benefits include full medical, dental, and vision coverage, a flexible vacation policy and relocation assistance if moving to the Bay Area.<p>Please apply here: <a href=""http:&#x2F;&#x2F;jobs.onecodex.com&#x2F;o&#x2F;software-engineer-full-stack"" rel=""nofollow"">http:&#x2F;&#x2F;jobs.onecodex.com&#x2F;o&#x2F;software-engineer-full-stack</a>"
Hacker News,"Reinforcement Learning and Control Engineers | Optimal | Netherlands | Visas provided for non-EU citizens<p>Our mission is to grow healthier, safer food by deploying AI-controlled indoor farms outside every city on Earth. We are backed by world-leading deep technology VC firms who have backed companies such as SpaceX, Palantir and Square from the very start. Our team has research backgrounds in ML, RL and control theory from the University of Oxford, Google DeepMind, ETHZ and EPFL.<p><a href=""http:&#x2F;&#x2F;optimal.ag&#x2F;careers"" rel=""nofollow"">http:&#x2F;&#x2F;optimal.ag&#x2F;careers</a> | dave@optimal.ag<p>Note, we are in ‘stealth mode’ and so there is limited information about us online."
Hacker News,"Audacious.io | Senior Frontend Developer | $150k - $185k + equity + benefits | Fulltime | ONSITE in Los Angeles | audacious.io (<a href=""http:&#x2F;&#x2F;www.audacious.io&#x2F;"" rel=""nofollow"">http:&#x2F;&#x2F;www.audacious.io&#x2F;</a>)<p>Imagine an intuitive, modern CRM, with omnichannel customer communications, powered by an innovative workflow engine, connected to a lead ecosystem marketplace, extendable through a developer platform. That&#x27;s Audacious.<p>You are a senior frontend developer with a sense of aesthetics, well versed in modern JavaScript (ES6), CSS, HTML and the modern frontend build stack. You are reasonably meticulous and understand general interface design in a user experience context. You have an solid understanding of React and knowledge of different backend API interface types (GraphQL, RESTful). Most of all you&#x27;re hungry to make your mark and fulfill your destiny.<p>This role is exclusively onsite in Downtown Los Angeles.<p>If you are interested please email hello (at) audacious (dot) io"
